gene,BB9,BB10,BB17,BB19,BB20,BB21,BB11,BB12,BB18,,
bsmA,325004,420259,1108.93,1851.27,1917.96,1182.18,8290.39,532185,1124.02,330,1861.36
bssR,36.8887,43.8392,29.9859,84.8323,81.0612,57.3925,66.1399,40.8645,38.0049,384,53.2232
bssS,503077,732926,1169.1,6239.97,4976.54,3377.87,2776.28,434373,1252.72,255,2384.76
btuB,136237,132515,223992,133372,126963,89.3694,128434,76.3298,104148,1845,127929
btuC,50.1949,46.4423,47.3171,40.8696,34.5987,43.1668,32.9815,41.8836,45.4561,981,42.5456
btuD,63.1203,50.6222,64.5296,89.5411,97.5445,75847,51.7454,48.8058,57.1144,750,66.5411
btuE,51.7678,51.0011,50.1937,137699,144.64,98.8724,67.5729,44.0042,43.8189,552,76.6188
btuF,76.6328,79.7735,123762,71118,69.5981,61.6544,54.3109,63.6786,61.2381,801,73.5296
btuR,64123,84.9682,94.6761,52.2928,63.9767,45881,47229,40.3729,45.9575,591,59.9419
cadA,86187,80.3728,78.9013,63.2287,56.9831,81.6511,81.9868,115199,93.6716,2148,82.0202
cadB,80.7056,77.3767,69675,38.6665,60.8599,90.4073,78.2956,105467,90.5919,1335,76.8939
cadC,102.92,118414,165068,95.8473,85.7025,118.01,99.8878,124071,87.3639,1539,110809
caiA,54.7226,60.2913,47694,54.0771,57.5435,50.7779,51.9938,66.1183,63.4856,1143,56.3005
caiB,74.3108,76.5167,111228,94.6367,108145,103449,108045,89.8308,94.6344,1218,95.6441
caiC,62.0318,56.7918,62403,50.8473,56244,63039,69.0955,77.3242,68.7817,1554,62.9509
caiD,45.6401,60.5162,39.5996,42.0824,54.5931,47.5637,69.4241,68.5664,61.2033,786,54.3543
caiE,46.7953,38.7872,36531,41.2689,39.2787,74.3859,46.8035,61.9883,64.4776,591,50.0352
caiF,54508,47.5759,52.2481,34.5921,41.7449,40.2103,33867,56.6864,54.2562,396,46.1876
caiT,47.8429,47.8986,43.7022,32639,39003,57.7311,60.0854,76.6391,63.5952,1515,52.1263
can,5094.22,5869.54,9585.43,10413.3,10995.7,5700.55,4277.26,1219.02,3851.27,663,6334.04
carA,360884,363475,556343,343414,312082,179255,139701,104.9,172.41,1149,281385
carB,302592,299547,480165,275469,234864,132289,129451,87.6074,155134,3222,233013
casA,64.1661,73.9613,56.3949,40.7396,57.1055,85.5645,74.3222,94.3432,79.6086,1509,69.5784
casB,61.9563,62.2914,51.4043,37.6996,46.9692,61.1569,73.9289,85.0679,65.7458,483,60.6912
casC,72.5526,70.5199,73.9761,50.4835,54.4333,66.1462,76452,100393,73504,1092,70.94
casD,71.4055,68982,73.0322,65.8318,61.2259,67.6931,64.8214,91.3062,66.6635,675,70.1068
casE,76.2431,65188,90.5573,52.0653,67.9998,77.6932,83.9605,85.7275,61.4835,600,73.4354
cbdA,48.7397,46.5976,37.1475,43.4666,48.8315,36819,34.1794,49.4315,42.5065,1545,43.0799
cbdB,50.3732,49.8359,41.1415,32.1767,43.1534,36.4323,40.6203,47.2914,38.6252,1137,42.1833
cbdX,48.1341,26.1892,56.1026,61.0736,18.9098,29777,27.9403,51841,62.4788,93,42494
cbeA,32.7381,29.5082,31.2048,26.2579,22.3997,43.1525,41.7968,48.1014,35.1554,369,34.4794
cbl,44.0406,39.8475,51.2692,41.4562,37.3544,46.7125,65.4878,62.3854,47.6005,951,48.4616
cbpA,89.3523,101347,117795,425163,429438,243.05,135788,67.9185,163739,921,197066
cbpM,50.9009,58.9936,32.3377,154498,164367,84.4655,57798,57.0011,85.6698,306,82.8924
cbrA,97.1356,87.7783,77372,56.6259,61.0974,79.1992,109793,136933,112036,1065,90.8857
cbrB,81.3689,77.2986,56.5118,80.6716,77.4091,69774,98.5074,98.8179,85.7547,468,80.6793
cbrC,89.2708,72.6098,74.0467,59.0941,40.6755,76.5315,96.7931,123721,71.0115,588,78.1949
cbtA,41.8622,33.2387,25428,22.2739,24.3861,36.6158,45.5985,58.7963,47.5653,375,37.3072
cca,92106,90.3678,79.1394,75.6396,85021,82.6979,85.9857,108062,100447,1239,88.8295
ccmA,53.2632,65.4359,29.4092,49.7951,49.8838,61.2063,54.1343,56.1018,59985,624,53.2461
ccmB,51055,41.7061,21.1665,34.5195,32.8911,58.4761,46.2721,57.3408,52.3802,663,43.9786
ccmC,56336,51057,46.8072,51.1576,40.5101,53.9406,46.5671,61.6664,61.8882,738,52.2145
ccmD,37.0849,22.5139,14.5646,31.0244,38.5221,37.9125,45.1036,50157,57.9123,210,37.1995
ccmE,43.0528,55.8157,47.9774,65.0816,62.6507,65.8662,74.0417,63.6559,66.1567,480,60.4776
ccmF,42.9629,44.9931,39.0556,40.1309,45.1414,51.7575,47.0414,65.0973,53.8012,1944,47.7757
ccmH,56.1968,50.4779,43.3983,46.9593,48.5999,58.6244,53.9701,58.4713,52.6142,1053,52.1458
cdaR,50.8895,44.3544,52.3587,46.0193,44.4969,48.6255,49.2936,61.7084,47.3767,1158,49.4581
cdd,49.5423,52.6134,39439,54.1747,59.6141,67667,63.3629,61382,65.8084,885,57.0671
cdh,73.0829,65476,72.8228,53.0331,54.4333,63.1875,89.2537,89.9316,77.7526,756,70.9971
cdsA,78.1885,79.9842,122.04,92.0941,102073,77.5964,75.9077,80.6721,83.3136,858,87.9856
cedA,46.4328,39.5025,27.3945,19.2491,34.0144,57.4556,39.3234,45.4939,30.0286,243,37.6549
cfa,55.1307,57.4827,65.2956,186828,183974,117997,64.9994,54.7619,85.3815,1149,96.8722
chaA,105.99,104102,115368,43.6981,46.6408,44226,42.7098,43.8452,38.7835,1101,65.0404
chaB,42.4738,29.1502,21.8079,39.0517,40.3492,33.9664,30.4803,39748,28.6636,231,33.9657
chaC,39.1189,33.4503,27.9179,29.5225,36.8905,35.3121,23.7251,37.5913,43.2955,696,34.0916
chbA,46.2969,36736,29217,21.8932,26.5546,34.8459,24597,43.3067,23.4839,351,31.8812
chbB,41.8362,35.9291,37.5524,33.8272,19.7228,33.0701,39.4297,49.9369,24.4158,321,35.08
chbC,45.6189,47.3351,45.0119,26.4288,26.3986,40.0752,35.5884,51.2258,44.2474,1359,40.2144
chbF,49.1297,52.8925,32.9778,31.2378,24.1761,47246,47.3312,52.7013,46.3412,1353,42.6704
chbG,39.8181,46.2285,24.9482,24.0558,25.5585,37.5389,25.9286,43.2374,32.4309,750,33305
chbR,43718,45.5474,39.0563,22591,23.3648,41.3364,31.0227,47.5743,39.9134,843,37.1249
cheA,50.1807,49.4337,37.3564,35.6213,38.9312,47.7398,39.6709,54.8843,60.9282,1965,46083
cheB,49.6412,45.71,37.0111,31.1835,31.3201,47583,47.4186,53.1108,48.5176,1050,43.4996
cheR,43.7299,46.2592,18.5975,32.0139,32.6804,42.0804,32.6132,57.0655,50.0651,861,39.4561
cheW,52.1963,56.9954,28.9149,46.0725,41.5229,43.4987,37.5863,64.2195,76.6801,504,49743
cheY,52.3591,53.2672,27.2179,37266,60.4242,72.4861,35.2477,55.1963,63.06,390,50.7249
cheZ,45.9198,51755,42.9565,46.1018,53.9854,35063,44.0547,45.3246,61803,645,47.4404
chiA,53.6734,47.4377,44144,50.6,56.4663,61.7619,60.7343,76.3833,59.2881,2694,56721
chiP,75.2246,87.0619,127871,58.0594,56.4957,55.1097,64.9358,60.0199,60.6014,1407,71.7089
chiQ,50.82,37.8987,75.3773,42.4022,19.3609,46225,39.7316,45546,34.7119,327,43.5637
chiX,40881,32.4064,27844,9.94371,33.4974,32.9674,42.9083,28.1493,28.9561,84,30.8393
cho,50.0654,57.2758,64.0239,219729,206756,132018,158769,92.7129,125085,888,122937
chpB,60.2733,69.5942,63.0472,51.8773,51.1051,68.0481,92.6566,69.0282,71.9916,351,66.4024
chpS,63.9983,79.0261,78.5344,68.2802,71182,76.4661,95.13,85.6666,89.0133,252,78.5885
chrR,125239,116739,158973,164992,190439,152016,139849,127274,155148,567,147852
cirA,111.53,109215,197618,46.6276,47585,62.5587,85.1253,68.4926,78.0788,1992,89.6478
citA,57.5143,59.5016,49.7776,42.5943,42.0838,72.5422,52.8996,66507,58.8082,1659,55.8032
citB,76.3593,92463,78.7294,73.8375,74.1149,70.4854,74.9587,60605,63.4966,681,73.8944
citC,64.5642,65.7501,46.2105,58051,49.8191,65.9193,67.12,64.6934,69.1593,1059,61.2541
citD,48.5204,45.1036,26.6541,42.1854,26.6457,42.7355,40076,51.5942,44.1329,297,40.8498
citE,54.7104,48.86,54.0339,44.6581,47.9798,45.4435,51.8232,61.0113,55.5975,909,51.5686
citF,52.2013,53.9717,36.7341,42.2812,46.5752,57.0532,44.7263,63.0393,61.4381,1533,50.8912
citG,44.6482,52.0761,45.2346,35.9195,46.0161,50.0137,53.0198,55.3729,59.3398,879,49.0712
citT,61.9498,60.0385,44733,52.3757,49.8515,55.7226,51.7582,72.6597,61934,1464,56.7803
citX,46.1022,40.4894,37.4823,31.7766,22.9385,45.7781,43.7326,60.2485,36.9645,552,40.6125
clcA,50.7994,46.7996,63.6409,80.5902,77.7897,79.6828,74.5074,63.0363,53.5953,1422,65.6046
clcB,42.4421,43.7105,35.6395,34.9525,40153,54.1589,31.4078,59.6333,53.6429,1257,43.9712
clpA,123.37,116466,177703,304102,324537,184.05,221571,86.6226,165929,2277,189372
clpB,68.8736,55.6049,73.2522,189899,187955,108258,154127,58.7682,99.2728,2574,110668
clpP,145246,166689,158291,248172,219263,191016,153134,98.9163,133829,624,168284
clpS,174986,166033,247173,466295,448693,249464,304471,119676,204166,321,264551
clpX,150731,158833,215051,352059,344689,218736,218197,101253,146575,1275,211792
clsA,77.8166,80706,105535,85.9855,97.9817,65.7882,52.1514,40.5451,52.4421,1461,73.2169
clsB,38.5111,44.2384,29.5513,44.5209,65.1339,49053,45.1499,46.8785,51.7884,1242,46.0917
clsC,49247,59.8471,50609,85.8767,82.6129,75788,53.0512,45.7818,45.7081,1422,60.9469
cmk,248245,271145,422958,259618,237053,160.09,126589,78.0728,130585,684,214928
cmoA,135501,129598,195.15,187712,172316,111974,87088,69.2589,83.0024,744,130178
cmoB,63.6558,61.1699,76.6305,59.1221,62.6009,48.4336,57.4328,60.0898,63.8107,972,61.4385
cmtA,78.76,79.7837,62.3032,49.07,46.8458,62.0542,79.7776,111.47,89.8912,1389,73.3284
cmtB,66.2935,90996,64.0239,36.8724,62.1853,61.5912,77.4021,108655,88.8684,444,72.9875
cnu,126618,121382,204903,153907,148.18,130343,132716,55.3035,101972,216,130592
coaA,88726,80.9756,145105,102586,84.8795,65.0335,92.5467,58.3168,59.9624,951,86.4591
coaD,140784,142524,173543,95.7082,139.59,99.7608,140749,147592,138507,480,135418
coaE,140417,145001,240177,227312,245.81,112785,111491,74.6693,88.5626,621,154025
cobB,65.1068,63.9705,68.6096,44.4562,56.6906,44.7932,43.2327,35.0892,33.1797,729,50.5698
cobC,67133,75.6149,82.0201,65.2385,58.3332,75.2271,60.5373,69.7461,54.9788,612,67.6477
cobS,46156,35.1436,33855,26.9443,37.3469,48.6978,45.7409,51098,54.4874,744,42.1633
cobT,55.9843,47.9557,45.9783,33.2562,40.5459,54.7015,37.2537,54.1377,56.4287,1080,47.3602
cobU,49.7535,44.7392,35.2581,30902,51.8566,44.8019,51275,54.4426,55.6849,546,46.5238
codA,218685,239844,337551,279465,225716,164632,294613,141799,371183,1284,252.61
codB,102641,93.9785,74.9646,91.6147,74.1131,95.2392,94.7974,94.8303,133198,1260,95.0418
cof,126312,149131,210011,172358,180586,140886,123428,87.0257,106.75,819,144054
cohE,154.53,182006,306256,375192,298313,233507,116356,87.5302,126921,675,208957
copA,63.6961,66.6021,54.2977,67.8221,73.2932,82.5436,65.9859,71.6283,82.21,2505,69.7865
corA,207758,195245,238941,197093,177156,157852,129653,96.1291,101169,951,166777
cpdA,126272,125794,226198,156563,169915,129321,156.81,114303,162383,828,151951
cpdB,148225,149682,171586,129931,120769,122.33,134269,114.84,109271,1944,133434
cpsB,43.7401,40.7777,27.7948,25.4592,36.2248,54.5213,47.5976,55.0271,51.6253,1437,42.5298
cpsG,43.9672,40.6507,36.3505,35.8235,33.7357,57.8192,41.0239,57.4522,59.4329,1371,45.1395
cptA,97.0924,116056,155221,142078,111638,110578,126964,104017,115919,408,119951
cpxA,81.1818,73.2514,74.8992,126081,114681,80535,111334,101266,96.1833,1374,95.4903
cpxP,291185,245504,279.03,269088,220441,146248,275387,120566,163719,501,223463
cpxR,164489,137736,224701,423.73,389.21,226315,263574,111323,180172,699,235694
cra,83.5925,78.0502,110813,88.7632,97.6425,72.4463,125523,76.7251,87.9345,1005,91.2767
creA,124325,119543,150688,120885,126516,116847,82.4061,93.2264,107476,474,115768
creB,79.3625,82017,89.9576,81.5903,92.5185,73.9139,85886,86.4729,80.4897,690,83.5787
creC,73.0694,63.7427,50.8813,70.9248,59978,74.1709,87.7619,82.8371,99.7581,1425,73.6805
creD,65.1286,60.4637,53.5889,53.8327,48.8721,64.9846,78.3691,89.7873,81996,1353,66.3359
crfC,83.3026,83.0762,69.7383,70599,69.8239,79.1499,87.0172,114774,96.3299,2229,83.7568
croE,41.7963,42.7672,32.2236,55.6848,65.62,72.9056,392832,117945,300.51,201,124698
crp,2351.34,3091.97,6809.49,6955.06,6655.51,4300.82,3554.24,1005.57,2349.7,633,4119.3
crr,431896,466.05,811029,2061.65,1714.82,1014.94,859903,205505,482224,510,894224
csdA,79118,74.0705,62.9554,65.2426,67.6615,76.7326,81.8052,96.0209,92999,1206,77.4006
csdE,81.6239,81.4769,72.1281,77131,74.0678,71.4665,100623,98.4189,90.9988,444,83.1039
csgA,43.5706,47.5997,27.6185,23.4462,35.8665,33.1482,32.1681,41.1465,52.1549,456,37.4132
csgB,47.8738,64723,43006,18.6837,40.1088,39.2211,30.8814,50.8439,38.2272,456,41.5076
csgC,55.7971,57.2221,38.9006,25.0832,28.5181,38.1155,43.7983,47.3075,37.7386,333,41.3868
csgD,43.3301,47.9768,38.4151,19.7591,44.8433,34.3854,34.2494,50.0013,36.5325,651,38.8326
csgE,46227,46.6547,34.5991,35.5526,31114,40.2372,47.2835,41.7319,41578,390,40.5531
csgF,50.1454,49.3028,25.8871,28.8439,37.9557,37.0785,41.0059,41.0918,43.7467,417,39.4509
csgG,49.1896,43548,33.4375,31.0473,44.4925,54.9259,37.9907,46.2466,44.5568,834,42.8261
csiD,49.5337,49.1484,48.0142,808625,718.91,482309,541.15,116868,233.09,978,338628
csiE,82.2886,89.1385,117134,179834,155543,133131,160575,71.1494,102744,1281,121282
csiR,47.7254,51.1062,31.7497,181417,147.48,131919,101394,62.4357,62.7747,663,90889
cspA,144811,117374,149507,110585,105682,141388,149933,153109,160505,213,136988
cspB,38.0421,39.4657,20.8235,42537,26.8677,35.2568,41.9104,54.4505,33.1566,216,36.9456
cspC,246454,280742,541459,464.57,539309,337916,764765,294215,616444,210,453986
cspD,121.28,103155,238288,204178,227448,129745,172857,79.2958,160353,225,159622
cspE,928875,929892,2410.86,808225,1002.41,603853,1230.97,353439,810772,210,1008.81
cspF,72.5494,67.5994,95.4479,83135,77.6103,71.5068,42.5007,62.7142,56.4622,213,69.9473
cspG,45.4873,38.6762,70.9524,32.9403,29.7231,57.9638,28.7273,44.6929,50.7525,213,44.4351
cspH,42.0326,59.5278,67.5738,19.6073,33.0256,29.2528,28.7273,52.0456,56.4622,213,43.1394
cspI,58.4426,40.0215,49.8356,11.7644,28.0718,28.7111,48.0101,70.0669,27.9139,213,40.3153
csrA,983452,1068.75,2078.7,5829.84,5006.38,3359.22,3805.29,724783,1383.25,186,2693.3
csrB,2037.57,2136.24,3526.63,11722.8,8211.64,7054.49,7589.31,2343.41,4828.38,369,5494.49
csrC,184715,206134,203414,540029,438577,359345,1327.45,646505,1062.83,245,552111
csrD,53.4865,40966,48.2925,74.7054,62.9695,69.0176,68.3176,68.9158,63.6309,1941,61.1446
cstA,77.3944,84.1526,102943,127631,113.65,107442,167323,88.7713,134359,2106,111518
cueO,54.3235,53761,40.5998,72164,61.6819,57879,62.6359,64.9607,64.1229,1551,59.1254
cueR,73.4957,74.9711,89.9576,127747,122844,105488,90.1896,77.4483,110951,408,97.0103
curA,55.8865,54382,45.2388,129234,173.49,133172,73.0808,68.1323,67.9549,1038,88.9523
cusA,63.8766,60.9263,47.7828,57.8633,52.2998,63.6017,53.2678,71.8189,67.3064,3144,59.8604
cusB,59.6182,55.5992,53.0632,43.6743,49.2815,52.8852,46.0193,65.3054,60.6092,1224,54.0062
cusC,65.4721,67.8292,55.7815,46.2014,56.9566,74.5726,62.8961,71.4964,60.68,1374,62.4318
cusF,72.5546,60.0186,44.8437,45.1498,54.3956,84.5471,69.9765,89.2663,51.5355,333,63.5875
cusR,65.3558,75.3007,77858,44.6944,65.0482,66.1276,52.4493,77.8484,74.8739,684,66.6174
cusS,79.9772,84.9892,83.4118,81.0382,78.2419,87.3191,64.0709,78.2499,68.5476,1443,78.4273
cutA,89.7212,88.7515,102.96,61.1054,91.3027,84.0718,70.2216,103267,112408,339,89.3122
cutC,61.3215,52.9352,63.1028,71.1155,77.9253,68.7373,93.6953,64.4999,68921,747,69.1393
cvpA,86.7781,76.7624,76.8962,71.3995,68.3307,79.5196,79.1927,72.0296,124628,489,81.7263
cvrA,49.3891,54.6852,39.3597,41.9319,42.1177,45.8355,39.4735,40.3964,45.9764,1737,44.3517
cyaA,75.6467,72282,75.0176,120.29,111924,97.8991,90.8635,99.1179,100219,2547,93.6956
cyaR,116299,125156,231615,165134,153626,88.8605,292891,86.4775,127363,87,154158
cyaY,85.9648,83.6859,69.4999,94.7162,81.6304,89.8645,85.1264,94421,111134,321,88.4492
cybB,82.4549,95.7833,113167,70.1565,75.5112,79.9662,68.0354,60.0288,70.4908,531,79.5104
cycA,72822,82.6364,64.9375,139744,152339,125022,162896,116683,138476,1413,117284
cydA,395209,381278,471632,155236,151763,95.8976,96.2684,57.1109,81215,1569,209512
cydB,184234,201584,297333,84.4064,84.0742,56.3772,66.1743,50.7496,61282,1140,120.69
cydC,67.4822,79.8303,95.9129,47.7298,56.7822,55.7498,46.7294,52.0722,51.3991,1722,61.5209
cydD,74.6478,73.2973,90.3139,46.1361,46976,47.2123,43.4995,49.1646,45.0429,1767,57.3656
cydX,86.6032,93.6284,119943,30.7732,53.9926,49.5957,25.7345,39.0589,36.7455,114,59.5639
cynR,71.6781,74.1822,64.9694,62.7382,60.7699,74.8727,65.1008,93.9334,84.8308,900,72.5639
cynS,76.4241,66.3119,74.8691,62.4237,36.2178,68.3496,86.4903,92.1903,73.1588,471,70.7151
cynT,71356,81295,60.5169,47.8383,60.7522,68.7071,56.2616,85.7042,86.8099,660,68.8046
cynX,59.2509,65681,56.0774,44.9817,52.6823,60.74,65.3149,85.6909,71.1326,1155,62.3947
cyoA,1037.42,1254.98,2635.53,2430.92,2356.69,1124.4,1168.98,319846,838.14,948,1462.99
cyoB,418353,428588,764188,607165,573404,294895,258195,121323,275345,1992,415717
cyoC,803661,1001.03,1651.12,1051.22,1011.7,560044,588654,222448,415933,615,811757
cyoD,127846,127424,128121,125038,78.8712,98.6025,70.8667,93.0556,115474,330,107255
cyoE,153132,164174,259675,227239,209.81,143229,187774,109978,149991,891,178334
cysA,45.1813,41.0369,29.4943,27.6902,38.5998,47.6046,54.9645,54.5367,45.6582,1098,42.7518
cysB,79.3092,85.7417,96.1393,93.5504,80.6257,77.5157,66.5408,39.0232,59.5952,975,75.3379
cysC,54.8453,60287,59.9717,41.9014,53.3969,57.3122,78.1498,80014,53.9623,606,59.9823
cysD,71.7104,79.0429,70.6597,65.6088,58.0401,79.2088,254321,124185,166346,909,107.68
cysE,118092,130.46,129793,134131,123873,114123,131034,137029,170472,822,132112
cysG,58.8669,57.8712,57.6147,52.2805,63.7402,79.3593,78.6354,89.7784,94.5114,1374,70.2953
cysH,80.2603,88886,65.6017,86.5955,86.1363,81.6336,457992,150283,318058,735,157272
cysI,62.4671,66366,47.8933,47.9806,55746,64.8667,105449,94.4735,104916,1713,72.2398
cysJ,62.7183,60.2531,42.8798,41.9492,46.7987,69.7444,87.3599,86.1028,87.0829,1800,64.9877
cysK,110025,95.5872,158259,182694,161025,126.07,217141,94.9368,158067,972,144867
cysM,61.5232,65.1157,56.8153,63.3781,64.5983,56.4278,71.7808,61.1473,59.7114,912,62.2775
cysN,69.5235,69.5784,56.8219,50.5375,63.3003,70.2982,159072,94.2755,127.18,1428,84.5097
cysP,50.9505,54.0961,41.2195,36.1376,39.2533,62.7418,105827,81.1643,77.0645,1017,60.9394
cysQ,67.9419,67.7682,68.9553,88.5997,81.8789,109469,80.6535,97.7611,102851,741,85.0976
cysS,226306,275738,419413,241542,204918,158.76,151736,106.97,140881,1386,214029
cysT,616.53,703767,1305.6,1246.14,1152.61,952714,763449,328247,606253,74,852811
cysU,42.0574,43.6339,31.9274,40.8622,41.7513,48.9768,48.5437,61.4903,46.3391,834,45.0647
cysW,48.1612,50.3736,33.4774,37.9496,51.1926,54.2683,59.5166,61.4868,62.3196,876,50.9717
cysZ,169238,187549,256178,155216,144013,112509,102411,80.1561,93.6324,762,144545
cytR,228611,281583,499589,321734,265506,224024,520898,229864,283955,1026,317307
dacA,519159,703998,1149.85,471667,467948,332639,221862,138745,235806,1212,471298
dacB,92.7948,93.3655,137759,95.8757,86.2138,88.4304,95.5698,91.0543,95.5512,1434,97.4016
dacC,76.4098,66.4545,89.8828,78042,76.1628,62.8244,48.7735,54.2693,53018,1203,67.3153
dacD,49.8139,44.1965,53.6508,36.0734,42.3454,56.8526,53.7258,60.7852,55.4641,1167,50.3231
dadA,133784,136101,212325,450622,446761,274564,343478,107396,233.64,1299,259852
dadX,56.6265,48.2918,53.9241,99.0472,105583,73.4764,63.1591,33.3176,61.1927,1071,66.0687
dam,116123,114941,150252,125141,130058,116489,104851,113478,117.37,837,120967
damX,112637,108315,164258,164329,167.8,110993,123354,110331,119694,1287,131301
dapA,473.62,464691,685274,406138,406942,213969,201303,98.0292,244431,879,354933
dapB,91.6839,84.9687,142488,150186,169871,111456,106459,80432,102415,822,115551
dapD,103763,96.0345,123869,153285,125554,82.6583,78944,59.5928,106465,825,103352
dapE,110357,105929,177682,126.92,125036,96.3596,67.5471,69.2844,80622,1128,106637
dapF,69.3491,52.4456,58.2271,67.6317,57.1284,47.9726,88.5961,93.4278,85.6634,825,68938
dauA,53.7293,50102,44.4433,41.2664,42.2905,41.0032,34.2767,34.8759,28.6344,1680,41.1802
dbpA,51.3691,56.9327,44.5205,39.1496,40.3176,52.4024,37091,59.6287,56.1561,1374,48.6186
dcd,96.5129,90.4671,129217,135768,122378,88.0264,210128,65.7961,109124,582,116.38
dcm,75.4959,68.8081,92.1764,70.1652,67.7916,70.0935,64.1504,67303,61.7078,1419,70.8547
dcp,139967,161827,249.12,435272,377337,244194,204554,106264,183144,2046,233.52
dcrB,255946,266128,415288,285.31,272617,184659,272493,172748,211895,558,259676
dctA,421008,468885,884338,959881,923034,542502,579582,204913,259233,1287,582597
dctR,106937,115345,92.1599,205751,210968,131901,201265,163547,203838,531,159079
dcuA,219524,209899,339241,148963,149928,111.93,126761,115097,120184,1302,171281
dcuB,73.9425,76.6031,66.0091,63.9067,61.6368,74.8589,79.5704,107811,98.3487,1341,78.0764
dcuC,55.9681,64.5543,43.8754,34.4715,36.2889,47.7861,59.1463,68.7282,60.6421,1386,52.3846
dcuD,49.9358,49.6943,47.3461,34.3145,38.5661,46.4749,69.8507,76.3219,71.0216,1368,53.7251
dcuR,113615,133.42,196907,137356,158275,149.04,119095,112043,110355,720,136679
dcuS,111784,103722,124133,86.7004,101401,102023,104776,120.67,111862,1632,107452
dcyD,59.0849,46.0149,49946,59.5776,71.2711,55.8809,63.0142,59.6433,61.1981,987,58.4035
ddlA,141404,138756,175643,131355,107605,109.59,136.41,97.6217,98.1071,1095,126277
ddlB,136825,140781,203748,238882,272.48,147458,170645,83.8561,115028,921,167745
ddpA,52.1095,50.5741,46.5158,66.3478,70526,71.3444,70.6884,64.7232,71.0928,1551,62658
ddpB,44.5975,42.4349,30.4255,53072,41.9455,49.4028,51456,55.7433,63.2714,1023,48.0388
ddpC,46.2817,41.3679,46.9344,50.0977,52.7389,70.4922,45.8819,57.9933,62.2164,897,52.6671
ddpD,47.2803,41.7327,36.0924,42.9907,44.5445,38.9296,40.4242,58.8343,58323,987,45.4613
ddpF,44.7839,40.4928,28.9184,57.4869,44.3922,56.1371,46.5671,62.7086,64576,927,49.5626
ddpX,44.5687,51.4493,41.4238,101897,77.9592,70.9762,70.5708,62.9996,68.0287,582,65.5415
deaD,65507,65.3055,63.8746,70.2689,68.3906,72101,96.3718,91.9301,105243,1890,77.6658
dedA,60.0208,74.4571,76.3276,75.1745,67.68,59.0916,49.5305,61.1375,64.2885,660,65.3009
dedD,60.2116,77.9019,85.7514,61.2281,68.4348,64.3934,49.3064,57.2482,63.9976,663,65.3859
def,140559,168553,223306,302008,303103,158599,191802,94955,150496,510,192598
degP,160469,187759,261.35,146773,133285,116034,133231,79.7555,119861,1425,148724
degQ,183158,211502,311695,409943,433997,319757,234735,109208,177603,1368,265733
degS,81.9917,66.8058,82.7138,97.9176,85.4608,72.8185,87.3526,81.4001,86.7961,1068,82.5841
deoA,74.1142,70.3898,74.3867,134856,130667,98.1173,99.4066,93216,116846,1323,99111
