gene,BB9,BB10,BB17,BB19,BB20,BB21,BB11,BB12,BB18,,
ygaV,67.0449,62.3226,80.9618,67.9354,52.7585,46539,62.0274,61.4167,59907,300,62.3237
ygaZ,198672,211896,256221,195349,181342,132897,128798,82.9708,132382,738,168948
ygbA,50.0619,68195,52.8564,42.9434,66.0723,51174,59.6691,92.9058,60.3116,354,60.4655
ygbE,112234,91976,142.71,125291,117241,110044,112279,105.11,107602,324,113832
ygbF,79.8256,71.1324,46.0835,38.1001,59.8546,77.3288,64.1156,92.6638,83922,285,68.1141
ygbI,76.3325,84.4138,92.0659,60.2527,69.8408,71966,102047,99.7622,95.0123,768,83.5215
ygbJ,67.7303,59.0261,52.0547,53.2957,66.1657,67.6576,64.3641,90.0305,71.2064,909,65.7257
ygbK,65.5252,65.2512,47484,48.8137,60.8809,59.3244,62.6322,85.8887,82.7909,1167,64.2879
ygbL,55.4677,59.0794,36.0393,40.2604,33.5761,64.1033,47.6165,77.8041,69.3618,639,53701
ygbM,72.5283,71.9117,68.7706,66.0047,50.2462,54.2032,80.0451,88.0938,82.2598,777,70.4515
ygbN,65.9936,59.1449,47.8456,47.3627,42.6448,66442,64.1705,82.9238,71.5736,1365,60.9002
ygbT,67467,69.6843,62.5195,50.7714,55.5554,64.7318,65.6505,95.1022,78.0154,918,67722
ygcB,68.4723,74.2137,57.9479,48.2309,46.4216,67.3193,69.3007,91227,76.1017,2667,66.5817
ygcE,65.4262,68.0994,60.8232,46.4228,53.6265,90.0307,77.19,98.0217,86.2484,1479,71.7654
ygcG,62.8669,75.7379,54.4073,43.2466,45.9295,77.3205,77.0038,88.5723,73.5236,873,66512
ygcN,68.6493,64.2013,59.1231,58.8368,55.5789,76.1983,70.7732,87.4416,79.0375,1272,68.8711
ygcO,67.6651,64.2246,84.7876,45.4439,55.9253,48.6301,69.0478,73.4177,68.8587,261,64.2223
ygcP,65.0477,80.3408,43.1047,40.8935,49.4611,76.1227,84.2574,86.5805,92.9009,576,68.7455
ygcQ,60182,50.4192,37404,51.8043,48.8164,64.7287,59.7747,79.3567,64.9747,861,57.4956
ygcR,57.8624,59.6041,37.8283,30.6266,64.2571,72.9298,60.8238,77.9126,65.8319,780,58.6307
ygcS,66.6379,60.0707,46.1217,52.5634,50.0772,68.4727,69.3495,81.4529,72715,1338,63.0512
ygcU,63.0073,73.1614,64.6705,47.6478,61.0379,86.9162,83.5904,98.8366,80.6128,1455,73.2757
ygcW,71.6198,77.7414,54.0203,49.0961,52.8032,79.86,79.7684,99.1184,76.3322,786,71.1511
ygdB,67634,60.2227,49.3885,45.8581,63.3619,67.5913,61.8384,73685,68.2267,408,61.9785
ygdD,101583,104.92,74056,74.6682,81.2693,89.1619,71.1207,86.8519,124209,396,89.7601
ygdG,0,0,0,0,0,0,0,0,0,756,0
ygdG,72.8396,78.4575,85.1979,71.1528,42.5697,91.5762,73.2878,86.8039,107781,756,78.8518
ygdH,109345,111153,152368,129482,130125,115.64,128894,105961,117309,1365,122253
ygdI,79.0725,88.2872,60.7608,219076,157.35,175103,84.9237,100.88,101939,228,118599
ygdQ,105552,87.5875,125487,81.6554,75.8618,119911,94.9735,110.49,103523,714,100.56
ygdR,86.8022,81.7753,86.2607,101453,81.1051,87.9884,119799,104885,104894,219,94.9959
ygeA,64.3301,71.1183,50.3659,55.2027,47.7085,69.0984,75.2331,90.9729,71.9516,693,66.2202
ygeG,48.3593,60.5695,50.0983,16.6375,28.9528,57.2239,68.6581,73.8998,30.2117,492,48.2901
ygeH,58.0706,62.9994,42.0717,32.9984,35.7598,64.1033,72.3769,88267,51029,1377,56.4084
ygeI,58.2415,52.3362,46.8272,73.9921,85.1202,108.01,138936,107269,72809,219,82.6156
ygeR,124833,129815,133984,116452,135618,112639,130166,106586,102598,756,121.41
ygeV,103754,111942,144316,81.4144,88.6722,100403,129901,115342,96.1624,1779,107.99
ygeW,74.7083,70.6126,64.8057,52.4587,55815,70.8204,81.3576,97.6686,82.1437,1191,72.2656
ygeX,70.7477,70.8571,70.4931,55.5452,54066,68.0555,81.7901,90.3293,105777,1197,74.1846
ygeY,70884,63.0058,46.1663,50.4471,65.5853,62.9291,81.1928,111634,81.1664,1212,70.3346
ygfB,385934,413851,686101,569831,548238,313874,298946,167278,260222,579,404.92
ygfF,91.0757,90.5068,103258,88467,86.7489,98.4813,117169,108346,114787,744,99871
ygfI,96.5968,95.9128,78.8257,74.6809,69.0114,79368,96.1557,121361,102439,897,90.4835
ygfK,74.3021,71.4271,57.9978,50.1864,52208,72.3815,80.6833,100687,84.33,3099,71.5781
ygfM,76023,63.1859,56.5118,41.7636,41.9362,64.7937,73.7193,90.7078,95283,780,67.1027
ygfQ,75.5761,77.7618,58.3935,50.4338,51.2929,78.6952,78.3676,100094,90.0858,1368,73.4112
ygfS,57.8103,59.0367,58.1321,41.6782,59.6994,65.8337,77.8214,95.0766,76.2689,489,65.7064
ygfT,69.0506,76.1869,62.5018,50.7254,53.2164,64.2435,90.8059,100522,83822,1920,72.3416
ygfZ,219282,210597,285553,296475,276789,185606,215063,131035,231,981,227933
yggC,143255,130328,180167,223207,208127,156.11,140523,125715,143267,714,161189
yggD,142242,150012,168274,163124,175862,136427,115.87,106275,142812,510,144544
yggE,383735,420.82,639294,1238.82,1231.27,738408,348066,154246,291229,741,605098
yggF,67.5426,67.4082,45.2582,42.5418,64.6282,66.1737,62.1281,85.0997,80.9932,966,64.6415
yggI,106143,151901,232.3,99.9643,84.0463,78.7776,129602,110131,112607,498,122.83
yggL,101077,92.0084,121044,120054,109712,95.6257,78.1815,103112,122732,327,104839
yggM,84.0738,78.2443,71.0379,35.4659,46.4079,65.1335,82.0746,106291,103625,1008,74.7061
yggN,141465,168542,261377,154757,130919,120995,201.17,129657,144137,720,161447
yggP,71.4938,76.2314,46.5977,47.8419,55.5932,67.8953,83.2305,96.33,85.4334,1278,70.0719
yggR,76.0112,79.6676,46.2167,45.2971,47.8645,58.5751,67.6719,94.3789,95.4578,981,67.9045
yggS,110.64,120408,155161,83.6457,77.5786,72.5049,106768,115385,113086,705,106131
yggT,181802,195323,282406,208008,166867,137364,152563,118284,143708,567,176258
yggU,171532,160256,262144,136055,178279,113403,126163,100567,143023,291,154602
yggW,78.8497,80.3926,61.7123,55.9786,59.0845,63.9342,101366,106574,96.3846,1137,78.2531
yggX,590331,782536,1024.08,1231.72,1290.93,771.33,881.03,337124,677112,276,842.91
yghA,73.4473,84.8289,71.7628,143082,114.26,91.2657,98.4066,117.49,123.83,885,102041
yghB,99.6939,87.3732,118853,77.1994,80.47,70.2805,118238,127812,106056,660,98.4417
yghD,74.3395,72.5689,54.9461,47.2854,56.0006,65106,89.4401,105678,107952,537,74813
yghG,84.1492,79.3041,64787,35.7683,69.7456,66.8172,69.5448,112672,99.6204,411,75.8232
yghJ,119364,128544,133744,86.9137,82.7085,82.0573,95.0447,107375,103767,4563,104391
yghQ,78.7763,77806,65.3624,53.6514,50552,61.1502,71.0279,103109,88694,1068,72.2366
yghR,79.3383,75.0328,69.6904,46.0005,44.0233,63.5459,77.4155,99.2458,82.7863,759,70.7865
yghS,75836,92303,74.0827,48.4317,43.1033,66.9045,76.8945,109458,88.5717,714,75065
yghT,72.4709,95.7203,76.3276,40.9801,41.1105,49.6176,99.6657,118447,121479,693,79.5354
yghU,87.2081,98.2401,93.3816,164164,142.19,127231,131097,117733,133258,867,121611
yghW,66.2187,89.7927,68.7176,33.6429,47.0185,82.1324,68.6865,92.3383,114484,288,73.6702
ygiB,930864,1070.37,1755.51,878527,910712,511682,756258,228713,510955,672,839288
ygiC,158612,144196,183634,158853,160108,113995,177605,121088,150143,1161,152026
ygiD,83.2387,79988,78.8981,69.8706,57.0603,55.1337,84.5645,110029,104301,789,80.3426
ygiF,87.7435,85445,69.3682,68.1305,57.4049,88.5335,88.3273,108069,100672,1302,83.7437
ygiL,77985,78.5131,58.0161,54.1716,43.9654,72.7433,101435,116436,97.6745,552,77.8822
ygiM,176.46,184106,214971,159791,154056,98.2917,237425,146372,124902,621,166264
ygiN,149508,149.41,146217,226451,185352,206596,218732,138334,134271,315,172764
ygiQ,112865,113067,128129,100082,94.8226,87579,101.34,113068,125816,2220,108.53
ygiS,160244,171.96,204866,197286,173893,129163,168319,131351,143616,1608,164522
ygiV,156414,148016,174328,1434.32,1495.37,891793,539022,198.11,350551,483,598658
ygiW,152758,166237,161145,2070.11,1976.54,1012.93,438.3,151979,400228,393,725581
ygiZ,58.9276,80.24,77.2608,30.6015,44.3615,44.3526,79.0383,117946,88.0568,333,68.9761
ygjH,105886,90.3506,70.7774,51.6715,62.8454,76924,92.6308,117024,114027,333,86904
ygjI,78.5121,76231,69.1306,47.4136,48.4416,69.6822,83.6455,122876,90.6511,1434,76.2871
ygjJ,85.1974,93.5738,60.4757,58.6484,38.5877,69.7056,96.1866,112.54,102.45,1071,79.7073
ygjK,71.6721,75.6859,59.6657,70.3162,60.2655,77.2183,83.1793,113106,100.6,2352,79.0788
ygjP,137243,141.28,198121,173684,116892,125.23,142362,126794,137005,504,144.29
ygjQ,72.7364,79.4912,42.8369,47.0066,61.1582,61.2728,91.3199,102361,108805,693,74.1098
ygjR,167376,169689,287099,260652,192.61,174423,332056,140941,167713,987,210284
ygjV,75.6521,92.5287,62.2532,50.2374,53.5231,55.1846,104.32,111151,87.6378,552,76.9431
yhaB,54.2809,68.4513,63.6366,29.3892,43314,57.9067,88.3223,99.3472,77.3236,540,64.6635
yhaC,57.9664,79.1122,47.4019,27983,35.3796,61.4809,90947,104998,77.6876,1188,64.7729
yhaH,108402,106474,104705,278.88,255143,188842,126876,102026,102639,366,152665
yhaI,70.7688,72.6384,79.6263,32.2878,49.2609,80.1561,78.4206,112683,77.5949,357,72.6041
yhaJ,122848,143111,213612,140981,110183,93.9038,157176,122594,166764,897,141241
yhaK,76.8703,86.0234,60228,59.0164,54.6123,76.5952,90985,109098,95.0905,702,78.7243
yhaL,104061,117221,112311,72.8964,58.6205,61.5392,239.27,128417,122025,165,112929
yhaM,79.2362,93.0546,95.7901,54.9202,49.4988,70939,76.8517,96.6224,99.1562,1311,79.5633
yhaO,94.5604,95.6749,91.8486,54.6815,62.3173,72.5927,100371,106396,102.26,1332,86.7446
yhaV,175393,188562,297537,298542,248854,179655,218835,134853,135.71,465,208.66
yhbE,69.0026,69.0397,74.6853,58.9705,61.8974,78.8351,71.3258,78.6782,91.6245,966,72.6732
yhbJ,344835,391689,733.97,722339,714759,385295,282638,159396,318303,855,450358
yhbO,59.9037,57.9706,47.1454,150317,159936,143399,104493,89.8767,92429,519,100608
yhbP,67.2603,64.2135,42.9527,57.9423,46738,63.6702,73.6264,77.7392,82.7815,444,64.1027
yhbQ,63.9525,59.5777,42.7521,59.5441,85319,78828,71.6488,62.7342,76.7067,303,66.7848
yhbS,60.4698,51.5944,45.6927,35.4659,41.8718,57.9219,71.0149,72.1403,64.8832,504,55.6728
yhbT,89.1206,86.0986,57.9155,83.6863,76.0392,75.8251,90.6862,90.5458,93.9466,525,82.6515
yhbU,53564,58.0417,44.7981,49.9821,55.6189,68.1194,72.2913,88.8569,78.5537,996,63314
yhbV,62.4377,49.8757,45644,42.0012,53.6188,59.0713,65.1304,85.5572,56.4189,879,57.7506
yhbW,73.0018,74.4778,71.9304,143355,139398,118362,106855,91.3939,100274,1008,102116
yhbX,63.9237,59.3435,56.6522,40.3766,43695,52.1579,79.9546,85.3073,73631,1626,61.6713
yhbY,364383,366704,660301,665945,718.4,408.56,478691,143306,313462,294,457.75
yhcA,57.4151,48.9241,30.3857,33.9058,33.8696,58975,64.4489,84.3001,66.4633,675,53.1875
yhcB,244825,257635,390492,437105,406818,258534,390744,164317,341039,399,321279
yhcC,50.1122,45.8311,46.8166,49.3978,43.4926,51.9857,61.8291,71.6858,71.3421,930,54.7215
yhcD,62.8661,56027,64.9568,81.2128,85.7897,83.2697,85.8618,85.1893,71.3084,2382,75.1646
yhcF,61.3215,66.7396,63.4847,84.3426,75.2992,82.5565,82.3011,83.9447,71.2394,717,74581
yhcG,48.9268,48.3918,25.0414,36.1359,51.9166,45.5202,58.4814,82.4062,61.0954,1128,50.8795
yhcH,50.6397,48373,53.3942,34.1294,32.5249,44.4174,69.0395,76.2756,59.5728,465,52.0407
yhcM,58.4403,60458,63.4807,81.1576,70.6252,65.6718,83.2264,74593,78.5854,1128,70.6932
yhcN,61.0892,61.0527,86.5501,218.31,195846,167834,108269,79.2136,79.8487,264,117557
yhcO,36.6132,42.7712,20.4299,187248,226752,189774,116367,88.1881,85136,273,110364
yhdE,59.9795,55.3544,56.9428,69.1841,58.6205,60801,68.7218,69.4298,49.5927,594,60.9585
yhdJ,41.9204,29.2207,44.1148,26.4267,29.0122,48.6316,56.9224,60.9656,42.1418,885,42.1507
yhdN,58995,52.2218,73.6238,170676,156798,90.0573,88364,71.8193,66.2826,369,92.0931
yhdP,74.1311,78.6648,100679,104865,104194,93.1345,101132,83.6098,93072,3801,92609
yhdT,48.1992,44.8088,71818,32.9984,37.6329,28.4904,48.2918,56.1091,33.3651,243,44.6349
yhdU,138314,178.69,446789,103017,165114,117.95,312,100314,129874,180,188007
yhdV,35.6328,28.3959,17.8294,28.5949,19.0121,32.7447,39645,44.5409,46.8689,222,32585
yhdX,40.6735,29.0298,24.2018,39.1489,46.2715,43.3429,50.7038,57.2859,54.9889,1182,42.8497
yhdY,34049,28096,39.9268,35.8622,34.2484,32.2955,48364,54129,44.3085,1104,39.0311
yhdZ,40881,32.7502,70.1645,57.0054,72.7543,62.0257,51.1318,58.5441,54.4787,759,55.5262
yheO,96.4351,112.06,108248,157.35,137.43,103416,102602,92.4648,77.1897,723,109688
yheS,131934,138.18,181513,186431,160885,122982,135672,98.5427,142895,1914,144337
yheT,58.8639,58.7506,67.8859,59.7672,49.8532,54.0272,58.1748,86.9019,73.5744,1023,63.0888
yheU,101923,96.8219,177451,151035,154983,118.02,130133,82.8705,118469,219,125745
yheV,140643,146478,171859,297.54,279979,176236,283573,100222,198323,201,199428
yhfA,116587,114262,151928,238413,210.6,144446,153361,91.7459,124452,405,149533
yhfG,52.1963,37.5232,24.6312,94.4653,105726,63.8744,63.8635,80.0611,57.1079,168,64.3832
yhfK,107976,114453,168537,146242,133548,104467,113196,101543,104607,2103,121619
yhfL,62.0515,72.0615,56.7589,71.5947,55.4801,85.1658,101782,92.3078,68.3687,168,73.9524
yhfS,52.7952,49.4058,47381,36.7643,47447,58543,59.3538,86.0456,74159,1086,56.8772
yhfT,57.6563,62.6327,36.8102,54.0206,41.3713,58975,70.8463,103279,79524,1305,62.7906
yhfU,65.9986,62529,47.7741,67.4824,61.6012,67.7974,79.0852,111.99,68.7095,354,70.3297
yhfW,58223,55.4632,31.9654,44.5206,41278,59.1506,66.6058,98.4069,81.7159,1227,59.7033
yhfX,56106,62.2807,40.0327,46.0691,38.2242,65.3259,77.7719,99.6702,81.1468,1164,62.9586
yhfY,71.9641,57.6239,76.3276,35.4358,53.7758,55.6268,106912,106845,86.7355,363,72.3607
yhfZ,79.3254,78.9884,67.7164,80.0238,52.0209,78.0702,104267,108801,96.4991,906,82857
yhgA,85.1107,89.8088,57.7202,58.5355,67.4236,98.0584,95.55,127235,105459,879,87.2112
yhgE,84.8192,81228,72.0703,101976,92.1616,114048,125853,133.55,105675,1725,101265
yhgF,141446,139784,204632,158493,143219,119.66,124973,120916,146768,2322,144432
yhgN,93634,99.3726,97.2269,86.6208,92.6678,95.5722,106.54,136482,121707,594,103314
yhhA,103732,119067,97913,382596,356907,250395,283204,150.13,200395,441,216038
yhhH,95.9746,91.4094,66.5311,53.5096,46.2552,70.3133,106086,105.88,94.3085,384,81.1408
yhhI,159425,167464,141.78,92.4162,92.8029,141771,145452,209287,164246,1137,146072
yhhJ,102148,100862,99.4731,87.7592,82.8503,101232,109.6,142296,133207,1125,106603
yhhL,93.5721,80.1252,80.6286,47.0227,60.5745,66.6674,78.2328,93.6036,81.0772,270,75.7227
yhhM,190437,158.99,215398,226451,186.12,155771,231439,152859,164031,360,186833
yhhN,130076,128418,125395,163857,169691,126244,142642,129249,133.62,627,138799
yhhQ,101.65,97.5572,77531,69.2297,76.0482,105857,108615,135467,126.81,666,99.8628
yhhS,89616,80.8689,69.5731,71.4576,69.7382,88.1973,89.1887,112421,111387,1218,86.9386
yhhT,102845,97.8331,80.8761,91164,86.0884,113957,113118,136989,123804,1050,105186
yhhW,85.1982,88.6176,76.7741,57.1249,90.7102,77.9187,88879,126143,110277,696,89.0714
yhhX,130028,124637,116997,200208,182469,148068,187103,149548,148407,1038,154163
yhhY,81.6366,77.7878,86.0944,53635,68.3307,89.1941,101991,114921,120206,489,88.1996
yhhZ,86.8592,91.3211,56.1567,49.0253,44.4502,72.0306,110837,128277,100516,1179,82.1636
yhiD,108.07,84.3482,85.7929,220419,202729,158121,197264,159608,177044,648,154822
yhiI,101169,102.69,88.4414,117626,100775,117547,127379,123.61,125766,1068,111667
yhiJ,99.5577,105.18,71.2788,52391,70648,92.1381,123743,141432,93.6659,1623,94.4483
yhiM,116004,106126,84.4046,81.7028,85.3421,118345,118846,139864,133845,1053,109387
yhiN,106433,98.0145,84.6483,89.0123,83.3259,106562,117057,138532,149506,1203,108121
yhjA,119266,121851,95.1053,66.5589,62.7717,107215,114759,140824,125173,1398,105947
yhjB,107084,122243,92792,71753,86.0351,92.2322,110371,128639,125044,603,104022
yhjC,166454,149877,180915,97.2628,94379,101411,197817,164.46,188.73,900,149034
yhjD,129235,145248,98.4743,249428,257028,212679,231045,160325,181637,1014,185011
yhjE,103778,105531,77.5145,92808,85.2058,98.5534,107453,132536,128796,1323,103575
yhjG,109611,110737,82.4938,107965,101285,122776,114486,143321,144898,2061,115286
yhjH,108431,91.2229,89.2548,58.9476,60.9104,87.2907,104012,144185,108033,768,94.6985
yhjJ,159182,154085,173666,117.73,121.47,131881,159131,152044,156431,1497,147291
yhjK,132632,134554,124738,107506,94.6063,118635,128702,155286,149192,1989,127317
yhjR,117127,115602,103761,133467,107006,147743,137484,145743,163012,189,130105
yhjV,135467,140285,140877,304296,309.97,314318,247.97,209333,230101,1272,225846
yhjX,109151,108193,93.0082,69.3642,78.8395,96.2981,107948,148436,111.21,1209,102494
yhjY,128959,128718,111707,230865,240017,199573,152292,169884,162.58,699,169.4
yiaA,128383,130.84,87493,62.9314,75.8855,120128,116545,171911,139756,438,114875
yiaB,93.2374,102426,60.4978,56.1733,47822,137653,108.82,168627,122.09,342,99.7051
yiaC,101924,94.7013,114232,96.9749,84.1424,81.6336,135.9,119839,117663,441,105223
yiaD,179691,180607,245611,97.1953,103652,102099,101601,144097,145161,660,144413
yiaF,207079,201606,199147,297.22,350981,222982,227766,169479,209.06,711,231702
yiaG,136551,103637,83.4658,629755,458.69,477801,369849,256114,328302,291,316018
yiaJ,153412,156433,147068,134194,121591,121.91,130717,155567,178421,849,144368
yiaK,123993,121973,108597,66.2197,76.9284,97.1367,138778,161841,132964,999,114.27
yiaL,129326,131025,82.6533,60.3252,66136,74.9516,139.88,158594,128199,468,107899
yiaM,113199,111835,70.5996,61.6762,53.4263,69.3776,107871,135661,120589,474,93.8039
yiaN,101819,101.96,74.3311,66.9263,73.3444,100037,111368,153662,115251,1278,99.8553
yiaO,124258,121352,81.1167,72441,78.7546,101708,119999,153604,121849,987,108342
yiaT,109402,123356,82.5521,75.7493,76.6576,85.0212,113232,162908,136.77,741,107294
yiaU,154404,161418,153528,167911,170.45,140712,183976,176597,177677,975,165186
yiaV,108081,94.8835,87.9796,67.4388,70.8396,107064,106011,147438,128236,1137,101997
yiaW,114505,112.98,90.5129,54.6536,65.6767,105.77,112537,152215,122617,324,103496
yiaY,114658,101856,84.9599,67.8658,68.2379,117389,126386,161832,120935,1152,107125
yibA,153195,147519,110339,80.6538,82.4025,124967,175795,202318,142662,843,135539
yibB,256078,316.43,477677,441584,364841,254037,494426,288651,300653,858,354931
yibF,109.05,121.98,100.15,140446,174995,151385,157319,151424,163752,609,141167
yibG,85.8767,116911,71.6545,54.9616,63569,83.4176,132626,152678,131034,462,99.1919
yibH,92.0093,97.7816,79.5931,89.7715,68.9835,99.3517,127.98,147384,148202,1137,105673
yibI,101865,90.58,72.8582,118733,100285,135729,158867,152611,148158,363,119965
yibL,198661,244112,309771,190985,212681,190403,252617,185096,239732,363,224895
yibN,856.23,948834,1759.17,1390.19,1406.89,932703,1058.04,293791,685027,432,1036.76
yibQ,174191,183416,212337,139038,139956,123199,126954,143434,126965,960,152165
yibT,135783,119733,158497,157508,156601,121979,154.47,160415,149928,210,146102
yicC,170905,177595,210109,269143,258907,169072,160851,151658,185489,864,194859
yicG,215022,251418,275404,263827,264077,194177,120577,145094,144093,618,208188
yicH,105358,102.97,81.5405,105606,71.7844,98.7866,127398,139804,128728,1710,106886
yicI,101568,86.0301,81.5398,74.4865,79.3993,97.8218,112.05,143292,133672,2319,101096
yicJ,110.76,107997,87681,90.5935,87.8672,108962,116852,152165,130439,1383,110368
yicL,128085,134.51,129095,145178,120096,124252,143693,177171,124892,924,136.33
yicN,107888,98.9925,105248,96.9874,100936,125065,140071,161202,139006,453,119489
yicO,98.1604,103616,83.9604,65.8207,70.2129,97.6675,106801,153657,138165,1335,102007
yicR,119985,104294,109186,68.1702,68.0839,88.4798,133562,135732,145.43,669,108103
yicS,111588,107.94,123003,232399,181843,197412,190.45,189.89,135129,294,163295
yidA,138.86,139.57,165752,116712,107074,101619,121659,137.3,124.99,813,128171
yidB,80.0715,75.0463,78.4592,79.5497,70.9617,67.9591,109.45,131222,99.9071,399,88.0697
yidC,216.99,233173,376653,183892,180026,154478,196.6,143175,158347,1647,204815
yidD,397877,403156,738489,325691,312188,156531,242041,115811,246688,258,326497
yidE,118658,110211,103706,103328,92.2691,111429,129716,142992,126673,1662,115442
yidF,87.4263,88.1774,66.8359,115395,90.7559,69973,122197,141826,142455,498,102782
yidG,85.3096,75582,92.6835,78.2348,58.6205,87.7315,126.77,128163,104976,363,93119
yidH,76.2995,81.5158,86.8556,62.4054,64.1794,81.5659,80.2079,120716,125809,348,86.6172
yidI,89.9382,92.6481,75.9642,102.46,88.3216,102309,132251,144602,131825,450,106702
yidJ,94.6913,92.6366,76.4699,54.4548,59.2091,89.4357,97.0616,139092,125089,1494,92.0155
yidK,86.6935,77.0203,75.8034,60455,60.9776,82236,112445,126448,116859,1716,88.7709
yidL,104.74,118.51,86.5364,77.1739,60.7844,101576,136514,152202,105654,894,104855
yidP,89.9724,77.8295,61.9791,56.8497,58.3752,74.51,96.7973,131956,112513,717,84.5314
yidQ,109937,129072,109138,231769,187.48,165283,340318,179178,198026,333,183356
yidR,88.6411,87.1331,73.0905,85.8028,71.3028,87.6489,119015,139418,106652,1248,95.4116
yidX,97.7224,100529,105.43,88.7397,78.9637,90.0959,142636,151345,115384,657,107872
yidZ,110698,105139,117882,111718,113.76,91.3472,112198,112149,118097,960,110332
yieE,166958,157884,192629,204.92,201186,136771,179265,144452,176568,750,173404
yieH,93.8238,83.1441,115351,77.5072,97.9649,85.0668,104713,107064,107129,666,96.8627
yieK,90.0739,75.0039,84.1097,59.8438,81.2417,84.5845,105269,114551,116626,723,90.1448
yieL,79.6132,68.8187,58434,49.8307,57869,69.9219,92.9193,121994,96.3225,1170,77.3025
yieP,98.3091,91.5855,121242,184.17,168248,111556,112366,77.9895,108.61,693,119342
yifB,80.1897,77.2868,90.6081,84.6804,75.0389,75.9378,82.1124,88.4304,74.9826,1521,81.0297
yifE,70.5469,82.2008,124.72,136994,113.61,55.1402,88.0242,75.3668,83.3094,339,92.2125
yifK,59.2863,45.5343,53.3515,64.0013,55.7022,69.7644,82.9137,93.4544,66.1019,1386,65.5678
yifL,1300.98,1599.5,3448.37,2181.53,1749.99,1054.31,2214.27,452497,1206.88,204,1689.82
yigA,92.0689,84.2826,104.95,112077,122954,93.0584,114366,91.7347,117188,708,103631
yigB,260339,217703,330221,265143,294574,177022,233.81,126388,266488,717,241299
yigE,57.7144,47.5695,45.6255,50.4439,54.7125,55.6568,67.0567,96.8618,65.3563,765,60.1108
yigF,47.6409,48.3208,46.2774,29.8155,24.0021,41.1876,64.4606,98.2506,51.0722,381,50.1142
yigG,46.0314,46.4406,49.1107,29377,30.4642,33.3135,77.8808,78.8262,62.7763,381,50469
yigI,57.9148,51.7365,34.9835,88.5245,92.8158,62.3775,84.7163,77.5583,92.9731,468,71.5111
yigL,133361,140.23,249994,222322,210331,177473,147.34,101594,152167,801,170535
yigM,43879,30.4847,32.1848,38.7937,36.3447,43.5903,48.3367,71.0387,47.5953,900,43.5831
yigZ,50.4532,33.1968,34.2278,47.2642,66.0553,56.4735,56.8346,66.2102,54.9303,615,51.7384
yihA,142405,150287,232497,175763,165304,133979,192007,99.4504,137.05,633,158749
yihD,139677,152556,212566,400312,321761,198.72,416621,148537,248737,270,248832
yihF,51.5512,44.5029,46.2675,35.4888,42.6443,42.2517,68.4156,69.5283,52.8805,1431,50.3923
yihG,60.4671,39.8485,61.5144,36.7054,47.3111,39.0803,63.0678,75.4379,69.0851,933,54.7242
yihI,174826,169677,234242,327558,296551,149775,258694,105251,191565,510,212016
yihL,76.3285,58.3358,73.8892,58.9742,48.2321,45278,82.8777,81.7162,75.0715,711,66.7448
